,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash,"Trade and Other Receivables, Current","Taxes Receivable, Current","Amount Due From Related Parties, Current","Accrued Income/Unbilled Revenue/Cost in Excess of Billings, Current",Other Current Assets,Total Non-Current Assets,Total Long Term Investments,Long Term Equity Investments,Investments in Associates,"Investment in Financial Assets, Non-Current","Equity Securities/Shares, Non-Current",Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Amount Due to Related Parties/Shareholders, Current","Taxes Payable, Current",Other Current Liabilities,Total Non-Current Liabilities,"Provisions, Non-Current","Provision for Employee Entitlements, Non-Current","Other Employee-Related Liabilities, Non-Current","Other Provisions, Non-Current","Tax Liabilities, Non-Current","Provision for Tax Liabilities, Non-Current",Other Non-Current Liabilities,Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,Additional Paid in Capital/Share Premium,Treasury Stock,Retained Earnings/Accumulated Deficit,Reserves/Accumulated Comprehensive Income/Losses,Other Reserves/Accum.Comp.Inc
Lowest Stock Price,0.042119000753998596,0.01686625305317,0.047573764886480255,0.024974210742827976,0.028588815760646268,0.008438958488879695,0.004183491793635471,0.020891775837772908,0.022237360727404953,0.04884285760871,0.016252388246522118,0.023720276918471093,0.00020405509119577193,0.010663548243822122,0.013249069926628597,0.06836022587845174,-0.0061156722628014715,0.018643282608831288,-0.0004910002662992729,0.018703578907535975,0.018602271144429496,0.04420402613461332,0.013409685797292962,0.010370499607149712,0.021597577041387955,-0.0360854187650717,0.017426508532723553,0.020610504581107365,-0.03794798221142095,0.01176506732925265,0.004412658433970041,0.0406519459674534,0.01811645433622972,0.032697945326956725,0.025769805562064842,0.03902883181306214,0.10408067113828867,0.034445406705602366,0.078640958700486,0.017817533023447248,0.0164122181578287,0.01114500965399479
Shares Buyback Ratio %,-0.007612729870569691,0.010523998427447022,0.024191838012839688,0.017648617585094447,0.006608826663672936,0.024098345357525728,0.011769681571060064,0.047415891003747546,0.0037912268233240274,0.033462595246244335,0.033374148028377695,0.018933393153213865,0.06588248294274929,0.004792978263606816,0.010760001356751496,0.08139882911490542,0.03274826836569443,0.030627457890604247,0.04265738528230824,0.03777570621225172,0.031503736456669484,0.035212889923509835,0.026323537792908167,0.010762658342050497,0.051302918908737984,-0.01340225637797371,0.025686465479499213,0.028972951449186633,-0.019768220589980304,0.05104030620647832,0.033760335024404536,0.03358392496570538,0.04577307506482033,0.09478871625594927,0.046113499691339314,0.08420102362663648,0.06112883460112559,0.08802764727307529,0.03166934617054621,0.048136881350845505,0.04341885122879982,0.03739347427559334
Buyback Yield %,-0.04805628366042479,0.006075630861355764,-0.040779308764793604,-0.02469350458386143,-0.022207167797663952,-0.0030791163557384914,0.00828716738096754,-0.011319889965779277,-0.020187270655157394,-0.026324676028674575,-0.003371112751220779,0.045751744157147334,0.013266083876728205,0.008067847431714816,-0.002972022788855411,0.01997712168585278,0.04115998818883085,0.013212667947654647,0.014986702227600604,0.005453759987397553,0.01634692503500339,-0.014556432837373725,0.032846991658964916,0.02681154847090696,-0.021247023070232365,-0.012662279848935021,-0.015229486865486306,-0.005439211839531201,-0.03107085532357282,-0.01746429286810762,-0.019840428611432447,0.0016006655778887787,-0.001385246217913748,0.020293003867465204,0.020671708127050444,0.032808055802827515,0.007043831102217099,-0.035384901190841804,0.03406168475860096,-0.014578418317040032,-0.00039404639764678963,0.014494794124338625
YoY Rev. per Sh. Growth,0.0020979682704902894,0.05219065206179867,0.017097072511771665,-0.013325613421863865,-0.017158481507513246,0.059021944994665385,0.026118295354839456,0.02050565406081302,0.03596794075034472,0.03840675620482625,0.05502616363590169,0.04961885224649368,0.025079534492981812,0.0062856781648659675,0.003169891369894687,0.00841178491819376,-0.009969745025195261,0.0478894097156358,-0.0004146566427821459,0.05478737775464522,0.0003406592286497091,0.03286923959697119,0.029799855034916792,0.010684206290062202,0.009658939843989627,0.00023585722911928855,0.01945990791655484,0.023325869411112816,0.0004162186664055157,0.0030519520630212073,0.0014244153956150672,0.021545525520658637,0.026298631592553957,0.001285831135096172,-0.00044701995761961544,0.011992057022501227,0.023204883672561627,-0.0017011532739356473,0.05100633247878164,0.020033021390212333,0.037878785346123996,0.06544470359661213
YoY EPS Growth,-0.007490107129953197,-0.014454505367903433,-0.005386335695050672,0.0026665545855734736,-0.0064230846716357495,-0.036147938962488795,-0.009700688856030627,-0.006749999210219387,0.017517244569590314,0.014276066538598524,-0.03845608969169681,0.02414736120191566,0.044629683800563466,-0.009765596263746908,-0.032867157596918016,-0.009125732779418276,-0.04219782393419729,-0.03581281238911287,-0.03126476818279418,-0.031211218598070932,-0.012329758966081216,0.012453953281995257,-0.018317555807594154,-0.012645549085276148,-0.0049376312177151545,-0.025158024619597614,0.033885716983028176,0.0245346399914244,-0.02644363712253354,-0.019534024001198334,-0.003184347505098062,0.032627186026647534,0.029067806564089263,0.0010458719496926586,0.0044922474175378285,-0.03927215857863352,-0.026428946489165956,0.003574836962261966,0.03682433531952711,0.019031133546332773,0.013057523057243435,0.05617831874884511
YoY EBITDA Growth,-0.003990595772297774,0.004546459227412434,-0.0052590582764844756,-0.0002501171159964867,-0.004231322876050832,-0.03379174308697434,-0.031803476617816955,-0.01473767941075448,0.018121357479615373,0.007428141323154923,-0.03478585665046204,0.020659525061814333,0.038245502005733685,-0.028625658240701048,-0.03215665879611169,-0.016368546567183697,-0.01707380160959963,-0.007800833208065331,-0.028478912498038352,-0.011692279667904813,-0.03517977300925572,0.013201095184922516,-0.03647192308634171,-0.011445566129202708,-0.006451078741087016,-0.020271915017288155,0.02407872952403525,0.028851924148523764,-0.018648807142352158,-0.010456703087092113,-0.004941522310085947,0.020467509746526225,0.03368883020407432,-0.011296764898771341,0.003779790877716676,-0.027830852645259613,-0.043356142359259546,0.007118590613537554,0.0017343401272014959,0.020321499047058312,0.013787300977068704,0.06200851118866301
5-Year EBITDA Growth Rate,-0.0013883397928639006,0.010697993184781495,0.015310210224995409,-0.012172824226788961,-0.0229877036243347,0.024893848517010965,0.0032090967967777794,-0.011152574671387926,0.018545399487053152,0.03444940153770796,0.007846956281399482,0.03138359225118731,0.0037867137939287085,0.006244569427720231,-0.024384305493769774,-0.012551918864990961,0.02602080077323542,0.041568797986260356,0.01948133558070302,0.033716530583951715,0.0398190514064842,0.010632204948646347,0.008148266112534596,-0.005279864983545513,-0.008444984287586409,0.006575539196066242,0.026488925556084775,0.016910592460260384,-0.027598108181278048,-0.007170390639000492,-0.009112537604732917,0.029553403157869716,0.02033396216900705,0.028215975272811857,-0.01180174513726674,0.004244973730067552,-0.006179034083547339,-0.007672869874834407,0.03301372056224966,-0.0004612007425505468,0.04364958129706791,0.0421735629959421
Shares Outstanding (Basic Average),0.05158623067596212,0.1115517776005752,0.006066913961645221,0.007840561504485848,-0.00027581996413179877,0.034794964666061044,0.0021200993257886143,0.002364507970863651,0.03748527236673113,0.006506620769142654,0.04649830374124659,0.03773880889193065,0.07778785460959373,0.0038579857529744926,-0.010810291058190546,0.06395547756746345,0.012344764532116548,0.041369350468778626,0.04480469124656385,0.040535807223016966,0.03853004424134815,0.10191011635477819,0.0374137814435753,-0.006308793607562954,0.0016390150661517574,0.0233074629940174,0.044403139476778715,0.0418325928909051,-0.001992448735426237,0.0042949068545223715,0.004343021310395483,0.03969116789474912,0.061688061584060025,0.10835887951866674,0.005574110655309949,0.062152728984242,0.0541918670727111,0.054296484772165234,0.04976945020583345,-0.006301587132332135,0.03829600539979189,0.039207263622869186
Shares Outstanding (EOP),0.02224132150000834,0.030785346299087916,0.03766915304441286,0.04136444318841525,0.020945392462154586,0.03199546200944662,0.02971823171440756,0.037302427487871374,0.033032648031193136,0.048164570705185386,0.03016332663114572,0.049305461424636966,0.03346601702898392,0.020530040809425613,0.02416278511828918,0.11117413990288788,0.02579727874080341,0.0345112617044568,0.03502284912527786,0.03409476682235519,0.0345112617044568,0.11565062472595651,0.036679615430721006,0.0279646987955923,0.039822611145008825,0.022291058514736,0.02529019340519227,0.020767929318976714,0.018102654159319283,0.04536658530450981,0.03833456358986256,0.029673631792244245,0.08243445042320184,0.10088831738827488,0.04836404618983009,0.016972845505789765,0.058921133924694204,0.039283765364100096,0.037049992792924556,0.039453294270908656,0.039615483246891216,0.034782292270706956
Beta,0.02218821612927737,0.021806041729721726,-0.010099073080724273,-0.013534353530402457,0.014776083065271397,-0.002940470532096183,-0.00083201610541936,0.027477081151905357,-0.024267584688912325,0.034116335263024836,0.021456536873890406,-0.021948911312245512,-0.014485026578533181,-0.01693976804740019,-0.012005627727810561,0.014604217828026294,0.01319920290841191,0.023370397825827394,-0.012192621491375767,0.0026353428787577286,-0.028959787879470022,-0.002244870752685123,-0.00017758285545708488,0.015103660256222916,0.049430371379170744,-0.0020144470593470073,-0.022551240224432247,-0.027860890790904008,-0.00231553972254702,0.037155446773348415,0.021441893660965626,-0.0002994324634383802,0.021584689687877957,-0.013732534212898034,0.032867733792875026,0.014335392005765417,0.0020507559022465978,-0.01594150692425806,0.014723698924013536,0.05058218290193432,0.0037994097114638975,0.001582256853641459
Filing Date,-0.0260915453749977,-0.04916241711822864,-0.04912548053192518,-0.05014003584424131,-0.03703225098137352,-0.045695255734639645,-0.03989050096055832,-0.0447135839371436,0.035639240770699285,-0.003197911874282053,-0.044241426701064505,-0.06514506244797322,-0.04856190356496491,-0.05226480657774911,0.017788772511479978,0.0029684179654596706,-0.0330478895559899,-0.040781748272569925,-0.05600775461711165,-0.0511092625751879,-0.05687987289307297,0.008879661309799274,-0.058345920527698956,0.020898599998976745,-0.027675259710926516,-0.0355391505346995,0.027811591495157495,0.034320870093714824,-0.039805893511405455,-0.03445822498895058,-0.03026610027937371,0.033416820696214586,-0.06368398210344998,-0.07503213537984531,-0.029982673086757845,-0.048099969637049496,-0.07067455669618683,-0.03788452283701353,-0.00035654501494120994,-0.05283206022102698,-0.06074280206422899,-0.05585740839643279
Restated Filing Date,-0.05218634117130051,-0.04008691845639071,-0.04157164446226416,-0.05042639037507638,-0.047686004276844045,-0.041177363326042646,-0.038852899307349,-0.034541038936403194,0.029660684486706744,-0.0012394426946936835,-0.03838580771304062,-0.06004854288208403,-0.04303655486304026,-0.04210920644012094,0.0017378060543378425,0.014879063976635456,-0.028344389067079454,-0.04591940467052346,-0.04136816231949797,-0.038547002519273205,-0.04129816843505989,0.005666627906643733,-0.04726838255472216,0.018389451914523337,-0.03922413756631727,-0.03789650473108593,0.03312617761774961,0.03795470124423879,-0.03843949621422062,-0.04031863297260794,-0.026391188933138007,0.030589120059000573,-0.06128553687054107,-0.06030455713855078,-0.03780668949615084,-0.04923582081596326,-0.06746892682163437,-0.03395857139741521,0.0048171163908298145,-0.02728461314862392,-0.05325482500283352,-0.04346333397248164
Earnings Release Date,0.15643094065459,0.10131072492174623,0.16288852189346,0.14193444549972917,0.11618514561018589,0.08829298991927473,0.09175736498920918,0.059439454078678046,0.11527548222526052,0.20151372897280692,0.10006096474769059,0.10719871520598746,0.08347510479172407,0.08421953054652082,0.07756784705200875,0.07472686259732175,0.07354010776533693,0.10121441470827061,0.09555715910253594,0.10113860042798577,0.09537627545671619,0.0518483472422424,0.09708848478217524,0.07149165540846507,0.05182451439834157,0.056564020437055475,0.05948936956180874,0.05997606956207299,0.020726452901895877,0.05821656270015861,0.05779011657264764,0.048457572524064,0.0617439358846415,0.10118902400197544,0.07016035854119664,0.07369345105837134,0.05085060559753179,0.032512043918757914,0.17747171692835134,0.10009580828658915,0.11662933335394003,0.10383820127253302
Number of Shareholders,0.03505652264990559,0.09631742408232441,0.005646027744932637,-0.006316989159852441,-0.020469132645642044,0.03598721741667828,0.04375468533487143,-0.009938987329026663,-0.003736333396223907,0.012950985503510464,0.03857150841697792,0.04202617248458654,0.09548198237189034,0.04244914176566141,0.043493808138509955,0.11732600547483965,0.023112605681891586,0.038540155389190325,0.03597813753527212,0.04506747055468906,0.04626387847320674,0.07600284530565916,0.03863614498858786,0.0471785588609458,-0.005306347172603117,0.0350769103707526,-0.007981354762846882,0.023032092350140462,0.034797110655973726,0.005225631005430272,-0.016856771544754002,0.024197896125079197,0.04296573254514637,0.07180044022256263,-0.013413983333944588,0.05349425972093667,0.07743027942041872,0.016233461260514,0.035809049675803985,-0.000987432078622329,0.051414333454926714,0.042234904676980836
Number of Employees,0.019523716658407127,0.01053956402502287,0.005004890468851718,0.006357589062636637,0.018986460730499873,0.03153255017532397,0.01874206147857897,0.027764760078319187,0.024156852154483013,0.061347385124088695,0.01043995799108833,0.036273526456204186,0.007841079927657778,0.018198912133870287,-0.010239240125226626,-0.008157153996551472,0.017993207151926493,0.03393981522316489,0.035382831156030047,0.03871718947834455,0.01098468773982689,0.029735491607766253,0.024815804117828456,0.03614898994464789,0.031438481166347475,-0.016337330823236546,0.05658497505200364,0.06533527228754063,0.003124847403446383,0.03220126831972824,0.03232868566654888,0.035554924817257354,0.03355656053934407,0.019655804179807047,0.03208727405141651,0.001590470491834077,0.001708770674952734,0.016350689271529863,0.018353633639543853,0.034532796474838756,0.027970551834473313,0.035571395485933986
Price (CN¥),-0.00270263948577251,0.13820281876904447,-0.00896330029337812,-0.00847425468515868,-0.012164555163040847,0.11529703433609727,0.18683117408355593,-0.004535752726159626,-0.00955312104387162,0.000386278590113144,0.13434099429843432,0.13541318753454742,0.13583784000491317,0.13492026766939824,0.1265707658940108,0.14460721829694734,0.12965324370344147,0.1339392630149947,0.13565500111694231,0.11808573612969107,0.1667701206334116,-0.0029101991658842955,0.17557146624031275,0.12667641154626022,-0.007169348562925256,0.1562774682513947,-0.019630819282038164,-0.024013417981248064,0.14860552977369124,-0.026529237775141476,-0.023768956963603018,-0.012153735644638055,0.14201755756851003,0.11461935956294812,0.00943852094177959,0.17425421019776088,0.17133357757336662,-0.0015019406816100156,0.05415361217835605,-0.006975882568170047,0.1360990487229936,0.14250352321367576
Market Cap (CN¥ Million),0.05014552487604706,0.04247633770198605,0.06485763228292586,0.05425058926387853,0.05220733473402633,0.048045992259026137,0.0637660619200951,0.0649611772593933,0.07386464525872227,0.07534246845900232,0.06531618892982863,0.042319149147371525,0.064913244785547,0.051788427803824366,0.06529658077831942,0.06765421971966468,0.053021279021470996,0.061153238841374906,0.06340589794168323,0.05887354479215913,0.04768662483823303,0.05713720700070093,0.053830123369887864,0.06392217412156394,0.0584521470836861,0.04591060203136891,0.04485108027341771,0.06180980176508421,0.018227466610343662,0.05976797110211325,0.05884795586837999,0.06502720993274477,0.017422885832118238,0.06816630705012515,0.07437935690385294,0.020343587367937392,-0.0007943105158185744,0.06420147187604908,0.013431027536990417,0.06289869040109676,0.05689546380979696,0.040338555773519344
Shares Outstanding (CN¥ Million),0.023114248266214665,0.10925734793228319,-0.030680733329214505,-0.028047867443246423,-0.01606204906053893,0.043920279799472765,0.06377260674255518,0.004508672205116505,-0.016733997869963043,-0.01769421804682762,0.11221835565776464,0.052134976921242436,0.06897757472473692,0.04179200564487773,0.03369591227910276,0.13050702250532747,0.03630140535427482,0.03789972851703652,0.07740170201185245,0.06355840882711208,0.04408314983952795,0.05152972175706243,0.0556669545558174,0.04017145323808629,-0.0006568129905625245,0.0333264764722423,-0.005933950340827577,-0.004551506016513513,0.014262881775365714,0.010171708370428901,-0.004482695977103337,-0.01203431679544954,0.016996143321261314,0.10609969671829812,0.004642068661695589,0.051282944338897594,0.04924369767343991,-0.014350335681256543,-0.008410646995920566,-0.006476542881273251,0.05190227277941283,0.059716970171184006
