,Gross Profit,Total Revenue,Business Revenue,Other Revenue,Cost of Revenue,Cost of Goods and Services,"Rent and Landing Fees, Cost of Revenue","Staff Cost, Cost of Revenue",Other Costof Revenue,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Amortization,"Other Income/Expense, Operating","Income from Grants Received, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Other Finance Income/Expenses,Other Finance Income,Other Finance Expenses,Net Investment Income,Gain/Loss on Investments and Other Financial Instruments,"Income from Associates, JointVentures and Other Participating Interests",Income from Other Participating Interests,Gain/Loss on Foreign Currency Exchange,Gain/Loss on Derivatives,Dividend and Investment Income,Rental Income,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,Other Irregular Income/Expense,Goodwill Impairment/Write Off,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Reported Effective Tax Rate,"Operating Income/Expense, Supplemental Section","Depreciation, Amortization and Depletion, Supplemental","Depreciation and Amortization, Supplemental","Depreciation, Supplemental","Amortization, Supplemental",Discontinued Operations,Basic EPS,Diluted EPS,Basic WASO,Diluted WASO
YoY Rev. per Sh. Growth,-0.006117183520026407,0.006251333388727102,0.01353554083695005,0.02945908148770943,0.092496037695572,-0.0046104153442116606,0.005896922238800522,0.01718415794590565,0.025335425392430527,0.09793707504365316,-0.006545104220348029,-0.019074436633453352,-0.01130023784267036,0.0035531256864725757,0.014991609891865649,-0.0031078434667490933,0.038740506509876205,0.03826066567593401,0.02777790754066335,-0.0006036174009985754,0.016990243050593528,0.03664008700288926,0.03397346256230569,0.013306516389855621,0.048956095287028066,0.02419824511058429,0.05026236217588342,0.015630626380880593,0.029965615190848883,0.011551356479359164,-0.009915648712295791,0.01052907514485939,0.06137315758374425,-0.0005950050371720255,0.024069917955051947,-0.007568588606909482,0.028765217978090334,-0.01260742800244914,0.03215752459491581,0.037549065637275655,-0.0002107931567331303,0.006995914080531851,-0.006513581808172654,0.013332517309970694,-0.0003301742227429698,0.008440514409867348,-0.0028027788522305046,0.006502496915465603,-0.0005598562087135639,-0.0013878323895195246,-0.010951990034336596,0.026041645526951034,0.0007179610356102869,0.15580013489934402,0.011819064960304625,-0.0026259228737120577,0.022663041496169163,0.0026374965694192787,0.005164135762521357,0.06057481262615978,0.015108170219946487,0.03307556351812972,0.013083178774266332,-0.0425684030156635,-0.004672587800774442,0.0035255165023037995
YoY EPS Growth,0.020255635613278422,-0.03537547659869586,-0.020597757185230294,-0.02180705538719009,0.06853053809898654,-0.03358480335963459,-0.0469435866914446,-0.043818784331175545,-0.004054631394985141,0.06357794211932463,-0.04304395324355041,-0.041116002199153553,-0.014799519098575527,-0.0043741894429932945,0.010575581415566786,0.0032098583505105914,0.021010777409431674,0.03578045494452661,-0.02254757604262087,-0.028595263123298565,-0.0311206165434309,-0.019720030360381995,-0.021928830772256123,0.0035726915597253913,0.0017592485141882863,-0.0025882825302583775,0.007422853982014563,-0.023630165012701557,0.010118188359309195,-0.014707424161838073,0.012119025416757842,0.006307450661696639,0.018864529531510993,-0.0055223117154321365,0.015509715045529893,-0.0013359002590121695,0.027813283063343193,-0.019319444624584917,-0.0011901554536793873,0.03396542716148797,0.011567875934109913,-0.027021035310676823,-0.005186846549739346,-0.0033413947361879757,-0.02523001196975253,-0.023336486042718388,-0.011440222920216694,-0.019767302561885858,-0.016345573198933885,-0.021014112071117363,-0.023236119903409284,-0.013384505691478348,-0.032354809835374976,0.09871041154371096,-0.011207128028066518,-0.025517921906415587,-0.028083711584750266,0.011817657029911267,-0.021274672536995477,0.014782955093822103,-0.004605180158935766,-0.016334281359976555,0.12734444083951182,0.06210098464222363,-0.020985372743829493,-0.018445035320804187
YoY EBITDA Growth,0.0040440596086574266,-0.03881128158610518,-0.023912086533237363,-0.031418666229482445,0.06635433189162382,-0.028700506473667058,-0.04334217798131231,-0.04345525563777482,-0.014563538804991734,0.07588240435565348,-0.03884747659530441,-0.04147477228353962,-0.012133449508583999,-0.006849530232541189,-0.004546635268754463,-0.0002334379232098345,0.031251224399362176,0.025482157926991725,-0.02037373291057036,-0.030486833442034733,-0.031693836346454264,-0.015298462243984973,-0.016891203330064736,-0.005752970800759493,0.002913506751141512,-0.0035250021897641507,-0.0016770668088967352,-0.00328213723238226,0.0038452808717743415,-0.015459767553959025,0.009926225899068839,0.006999952101939788,0.0034808271341521323,-0.004384937276454584,0.004685385163150129,-0.007814859373885992,0.016847454275704648,-0.013132740627337233,-0.005115537857526423,0.031160180860419304,0.02114387353254876,-0.020439487948142664,-0.011506681580972958,-0.003585725726079518,-0.012742152023310086,-0.01065764912280194,-0.006559157426824643,-0.015668357914955713,-0.017279275350073994,-0.0212584430610089,-0.02356773020544522,-0.0231791851477096,-0.038664916859247195,0.10975038729014411,-0.00841232044940543,-0.02271184599516111,-0.027227091762070648,0.01245717510811895,-0.0157646859042862,0.002558804702764101,-0.0018891674287356839,-0.018315018972420695,0.022581643168370386,0.002210089608313588,0.0028738270053518446,-0.006183878518605048
5-Year EBITDA Growth Rate,-0.02996921800906454,-0.03376973475387803,-0.03500904158203323,-0.0005526135845813915,0.04645185562803252,-0.034731127569671755,-0.03431156272932251,-0.030693655640153257,-0.02849286842403041,0.07679788639760701,-0.025525292799550185,-0.03937851182297818,0.017099728664712616,0.019586380723313736,0.004248795645641716,0.07880801379734069,0.03202010886017422,0.043168482594996525,0.015975901314457724,0.007191465318483007,-0.012556153894679647,0.008789728250417904,0.01925195949671598,0.006843192417375269,0.02160921534260853,0.007950916589916129,0.040282883880423816,0.005249267575311987,-0.017367984013647513,0.020510493751679112,-0.008636892871664663,0.006030045912872593,0.030700336878035736,-0.022716988107472837,0.015336836694571667,-0.023655413882455272,0.006737989358740066,-0.007628169036408139,0.004800513982038985,0.013783104644383582,0.007787067049758431,-0.011160099127326156,0.004779664177570214,0.017923102990896916,0.010906765246545042,0.020328671693694976,-0.009336108230495826,0.022921271450700942,0.008537274789488116,0.005405452176940687,-0.0006016720469539654,-0.006190844068107542,-0.02903774778088016,0.11497313726172996,0.014632714242779317,0.008308298299375672,-0.006440966695018958,0.0077214417811691935,0.013721465445758987,0.027580237490954805,0.02177839074444802,0.03846923022830612,0.0006490142150367287,0.06957956423857727,0.07651600439168253,0.07122801784216516
Shares Outstanding (Basic Average),-0.009370490350528168,-0.01401698841291522,-0.008403593662788514,-0.016257468905271116,0.03127488044537988,0.0007123650771580239,0.03684585530370077,-0.002135013546993537,-0.004871325881612236,0.06087445689635996,0.004125361779372237,-0.012659089086743609,0.03491804545000738,0.03894624039225364,-0.011495140426714873,0.040137526955643855,0.03616788479702344,0.03948048902079656,0.021350508598716733,0.05268006297197492,-0.00822430093696196,0.010108752520131417,0.021580395283254644,0.023501947499164583,-0.001262558248147043,0.022968219426803157,0.0069944848838738635,-0.013969527754220896,0.0068348109856776135,0.01886113238345923,0.031406602538518485,0.01951354476459116,0.017975060189434722,0.018124419462588023,0.01787570068989019,-0.0014927160290845645,0.0310842290103786,0.04358378659352511,0.005012472871038121,0.02458952869998492,0.00714438295302352,0.0033248607371821814,0.014755683560596408,0.027503013655327674,0.014300546230002936,0.014271545086912245,0.03928660188674815,0.029805750947097004,0.09019256931352433,0.09859148631118336,-0.0031675103789572737,0.002077153621628091,-0.008651330173718538,0.05909298185351274,0.04535051508666954,-0.004806494354733148,0.004260633465225976,0.062041116767238814,0.01602006899167154,0.03367273421226387,0.01872213345089027,-0.014774397929933812,0.0356793499604826,0.014816693066257897,0.05111577639283951,0.041379046453771225
Shares Outstanding (EOP),0.030662213654467557,0.03868927828330335,0.04406997821183884,0.011637107504502314,-0.027730412289923272,0.028331159377043974,0.05540388916294198,0.024420891034522968,0.03818251973085598,0.059137488802958216,0.042873750071381715,0.018489157836583867,0.05469733350603729,0.049552902481533906,0.023782064521180025,0.00951542326065265,0.032384720694427806,0.03157432184310416,0.03757352382355002,0.04637708878789776,0.010729182755116605,0.030255118213479364,0.03864123206262666,0.020473078960243564,0.028938115625310967,0.019268930510532516,0.033051427754065235,0.010605250707020434,0.02765900026653397,0.04080979721194729,0.05079290762302943,0.03769033942432939,0.04901550291257861,0.03662343213125994,0.007277976251918655,0.004556858970071636,0.032227828069864496,0.0377618376216389,0.0216794985604584,0.030446823092930057,0.01446181845140457,0.02636168761111912,0.06600655224627831,0.06949123537212604,0.05885797904652017,0.06497788030744528,0.05333130781960444,0.08395453648851083,0.14383095762841328,0.08487995388686441,0.04344424045430925,0.03957418217116914,0.03827784796832501,0.07965366526748939,0.07518163765633912,-0.0011753113976197805,0.04519529552864315,0.02543306615456,0.034529468759627945,0.020791648425300537,0.0241888370886177,0.028149944515059,0.04324603694134239,0.023472530747761167,0.020091079645822348,0.032810779217553966
Beta,-0.00794096860199765,0.001992588065651499,-0.037014887330335984,0.003151607481561399,-0.11079619564262838,-0.038369077097281226,-0.03524993335341338,-0.03356146189898613,-0.006004954634991053,-0.11946465492706651,-0.036569817880846504,-0.02868216115131109,0.013943969451354024,0.012321432351880724,0.017815982226696402,0.0014932756933512138,-0.02758978066091482,-0.029292791203071933,-0.023172015755179253,-0.08777724152818875,-0.01846177542186503,-0.012529762509404331,0.014584581322546579,0.02013555776525647,0.007374183382458596,0.018557485208791656,-0.0025602683202423857,-0.017850332124076624,-0.009739667592614326,-0.05056987470204538,-0.014395242301389012,-0.013416153194011328,-0.016951459335217845,-0.01302714517341628,-0.005406174025409338,0.041421973554354605,-0.00033302662308754265,-0.017324218679416203,-0.01567921140740413,-0.027898295823925563,-0.005396859300858266,-0.01355896887452007,-0.0421171983957328,-0.0724612884297254,-0.08260028091819774,-0.08342678745820643,-0.055411373821087746,-0.07440347104291962,-0.07640216390262652,-0.07640803089760945,0.02103551927556607,0.007177311866422665,-0.021252411670385996,-0.12617769311302618,-0.07757492696998636,-0.06131536115900987,0.002373067534846819,-0.03966618545969479,-0.03464316035036474,0.0008591634449194715,-0.032241350123143234,-0.020883523728296306,-0.03127279396549352,0.07292743057465394,0.07368434763268633,0.056273151171936306
Filing Date,-0.03643160256111156,-0.028881073193539962,-0.03410101609895061,-0.04427653423859182,0.026778441601675633,0.024366993609686697,0.03991574920674482,0.03307489708300065,0.034873073934172424,0.05293813237127163,0.028159694213390644,0.03952796322188624,0.053257119349581335,0.053216991638158136,0.023663386115631194,0.05988021231554856,0.04202303623512027,0.04278424993117155,-0.046652603331193906,-0.013190608515754145,0.012333496721747994,0.020820577646133032,-0.0013379997878259328,-0.006762383820989916,0.0025583998589870406,0.0012158066334379387,0.012251565669811296,-0.06542722493911973,0.0012971232485310359,-0.034598455636273305,-0.030077846839274912,-0.027946277188964832,0.014715868960300115,0.012969623657619474,0.034546748231486304,-0.002906953717405586,0.03498928648036774,0.031484394784983764,0.0015590467522618697,0.03577511977278289,0.03842060932768066,0.024316836532785303,-0.020094872896530124,0.03227663281234222,-0.03319935611103709,-0.03725674248343595,0.0375965499000468,-0.04697675293454116,-0.0466615663519245,-0.04669202654278819,-0.021077511115224472,-0.025289174892440203,-0.04412189315708507,0.06177304807656851,-0.03694392162012088,-0.028362003264031512,-0.0323061200519778,0.019895350165461272,0.02126520844534713,0.013299029364054814,0.022185880463159974,0.004856211014993702,-0.02784969372866041,-0.05309718098437044,-0.03607738126817515,-0.04415932285273603
Restated Filing Date,-0.06143969463571439,-0.03981700847332711,-0.0577515562713562,-0.04223277662430837,0.01070914175197283,0.015992198681818618,0.03048544355833686,0.004801801513199365,0.04071455722802813,0.023988852547364742,0.00693086330088481,0.0028011898076542065,0.028029698368327728,0.032701230802715836,0.013463049052283009,0.042727936515390544,0.021929988454312457,0.02036648640344932,-0.07832962894007833,-0.03556089000050577,-0.022355300611242527,-0.009963841568604177,-0.010322774594688632,-0.033277981727794115,-0.01983663234251273,-0.049445948944829336,-0.023461769929166758,-0.11015699550503777,-0.0061882939872187764,-0.09617678813582804,-0.04229582534923852,-0.04224030900785335,0.003285982313762128,-0.0034518920621703013,0.023818212379934995,-0.03111156368197025,0.016531614235313696,0.03574822194990837,-0.024856768265593288,0.020496768093908383,0.04201053909974028,0.012681157815118744,-0.026118724171523,0.018966151348422527,-0.03411198279864456,-0.03210550975117121,0.031687312871579415,-0.06918064707918758,-0.06656404254782514,-0.07860375864319238,-0.028719044331962654,-0.024607792894984205,-0.0477327911249785,0.07624779020521319,-0.0517585546864625,-0.04310933395592271,-0.01987487231283959,0.03115940337519058,0.0253330730417223,0.01665894171316324,0.026247420986356577,-0.012401862696462568,-0.07434587812460966,-0.08138191245972243,-0.01789346782683555,-0.05639520015955175
Earnings Release Date,0.028616532695660536,0.036741755004882755,0.05874903597468613,0.14587224708280977,0.04294576177689545,0.03710744842904391,0.03860914813584117,0.03881914346356491,0.04450990552649698,0.060681002373692276,0.036455202888672954,-0.0036774815387628323,0.0531438497444113,0.05204781919756323,0.1574802475128354,0.05104482442442436,0.15615181137941292,0.17824862466799515,0.1571972495841109,0.04492294001577481,0.1502727354968842,0.15667652409795388,0.16188046144383345,0.03137320016136915,0.05247591390868675,0.030832712661007195,0.16953726860835916,0.09158783758843606,0.13685643588197208,0.047672001482608986,0.13401386330770435,0.15505076094708348,0.09058712596079205,0.06813715517981482,0.15627789069532108,0.048307210014529374,0.17906120638395054,0.06427062773912241,0.1178171808534466,0.17654505655751368,0.12274278764099371,0.06802265253381191,0.05662830860185194,0.06377819547216648,0.02041279215405326,0.05764866811525715,0.027776443067850466,0.06437073262452297,0.05623566626048021,0.0551073240157941,0.0786492826869301,0.08690493198786632,0.05172442147283963,0.05784060330017092,0.05254413765281322,0.04953453475585605,0.0786074124466367,0.0652722756004786,0.07284634169956547,0.1773863337365551,0.07334239848969341,0.06044281937804528,0.05012423532318667,0.07831678486542794,0.017058807397596864,0.022269116503001538
Number of Shareholders,0.07635092208153854,0.09410535611199512,0.07680263595342508,-0.012891196533247582,0.05558332169945366,0.1004357944570551,0.0716798902185539,0.08896620641046778,0.08350573171576245,0.013625181808848428,0.07590859892435295,0.06409963423558825,0.00930828591965579,0.011370807316512747,-0.023810666381484727,-0.02852540851711623,0.0047239508864279755,0.010388880590229178,0.0017415587420753923,0.07403980216576445,-0.020490849116608048,-0.006619574566540203,-0.006601586773186961,0.0058210521662035025,0.03736337219644531,0.014878334389509678,0.03554470622491757,0.007546937717357142,-0.0203510504214015,0.030967930894849498,-0.008076968505918306,-0.002839559291062114,0.018351311905964764,0.0580526692068245,-0.009662850826010233,0.005828642079480965,0.004472513027734446,0.0956662139009127,0.046130821977266916,0.021653870150198026,-0.016458177145672347,0.06061326432053536,-0.039452912372030316,-0.018590511317811878,-0.036867741937868084,-0.03023791555614452,-0.01873797022839226,-0.018420096419649843,0.04626394703479078,0.045685935868471715,0.01936051136660471,-0.004331428338488862,0.09258386129536234,0.012703194070291026,-0.04252570565299876,0.10444225258775269,-0.008602419861242364,0.06827603056234853,0.11193183525489463,-0.001319332400252574,0.10528791367538887,0.034146799583260175,-0.06353060016489946,-0.04344033710202166,-0.020889438248061255,0.006792164261681574
Number of Employees,0.02008990470017285,0.021471426647154533,0.02485869850211719,0.01804416159635406,0.04558433389373164,0.05060702634307906,0.05481476454398907,0.11691559796148286,0.06416533027828446,0.01796495825936307,0.02466082854955335,0.09432847981783826,0.03169352420716265,0.03161815337393832,0.010131411153780835,0.004883792908380332,0.007702320298026035,0.015376360533425688,0.015486647452059405,0.03273588124884698,-0.002960148515715875,0.01897286085889235,0.036998092914082445,0.016220909768110157,0.023961163643360178,0.021874106107091482,0.03952117375814085,0.011745199857259121,0.010894368236024122,0.025980882418276872,0.0312776552380589,0.0074437276295747125,0.01070146390071314,0.014320302736026502,0.002753661947108536,0.0023461953092000416,0.018824689229616866,0.014772331276175537,0.016078393480903324,0.02811458331814232,0.0033116312583996383,0.024810127487577622,0.05147776577040946,0.05195830793942388,0.05413253105677604,0.06682822902997003,0.03880573466487376,0.07113712343605044,0.06044906504700731,0.059328937869957785,0.0365463983711091,0.01983202613657178,0.023883046088816397,0.03252706871341016,0.055859147672730085,0.0046133293289118155,0.03257739983556006,0.0053331783698049254,0.0188962198497166,0.0015858518229261206,0.023928224056474164,0.026133143555794675,0.03547815764874151,0.009781997454924009,0.007612416492495621,0.009649007096051522
Price (CN¥),0.029480846033865308,0.02101394195756412,0.01814366940846707,0.03635244423547336,0.05540728372248525,0.09955967274187234,0.01710038179835185,0.01756659601384816,0.023931154206403113,-0.02837028023601656,0.02266432392850808,0.01998672267881988,-0.021481105904675883,0.00027723208089108255,0.05011680320891346,-0.02424212517641277,-0.001998481574413881,-0.0028767584998268883,0.05525625324513304,0.010479970438058364,0.05808944479423869,0.056955870620848906,0.054997137064666725,0.003391433881037501,0.05448279170555492,0.015626522508546143,0.05638450885759116,0.032203763404824996,-0.010462501631085525,-0.0004345609747222175,-0.003907582978231664,-0.01062104206968296,0.016803510477356298,0.1272155906199987,0.018337846963004976,0.024078441738230167,-0.005252422879015233,0.01234559772742299,0.02457041389092592,-0.0066347326271998,-0.008126765694901984,0.14557873559590273,0.028904889164084884,0.018767196728365347,0.0137552401568547,0.024796015304838173,0.0026338537291455606,0.019532090723748594,0.021757276172262155,0.022886270575835112,0.16221335088193586,0.15301456983736447,0.023361940506845664,-0.015243679201200365,0.01997490594374505,0.0334368839058799,0.1618574977685361,0.02322542726925491,0.020791654141364718,0.07226228311623742,0.017095252822515096,-0.019653033889062227,0.03522387376588025,-0.017215846241214448,-0.021729525792402647,-0.02313561195980883
