,"Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,"Depreciation, Amortization and Depletion, Non-Cash Adjustment","Depreciation and Amortization, Non-Cash Adjustment","Depreciation, Non-Cash Adjustment","Interest and Finance Income/Expenses, Non-Cash Adjustment","Net Investment Income/Loss, Non-Cash Adjustment","Share of Profit/Loss from Associates, Joint Ventures and other Equity Investments, Non-Cash Adjustment","Dividend and Interest Income, Non-Cash Adjustment","Realized Gain/Loss on Disposal/Sale of Financial Instruments, Non-Cash Adjustment","Unrealized Gain/Loss on Financial Assets/Liabilities, Non-Cash Adjustment","Irregular Income/Loss, Non-Cash Adjustment","Gain/Loss on Disposals, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Fixed Assets, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Other Assets, Non-Cash Adjustment","Write Down and Write off of Other Assets, Non-Cash Adjustment","Other Irregular Income/Loss, Non-Cash Adjustment",Other Non-Cash Items,Changes in Operating Capital,Change in Inventories,Change in Trade and Other Receivables,Change in Trade/Accounts Receivable,Change in Prepayments and Deposits,Change in Payables and Accrued Expenses,Change in Trade and Other Payables,Change in Trade/Accounts Payable,Change in Provisions,Change in Other Current Liabilities,Change in Deferred Assets/Liabilities,Change in Other Operating Capital,"Interest Paid, CFO Indirect","Interest Received, CFO Indirect","Taxes Refund/Paid, Indirect",Other Operating Cash Flow,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment","Sale and Disposal of Property, Plant and Equipment","Purchase/Sale of Intangibles, Net",Purchase of Intangibles,"Purchase/Sale of Business, Net",Purchase/Acquisition of Business,"Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Other Investing Cash Flow,"Purchase/Sale of Other Non-Current Assets, Net",Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Issuance of/Payments for Common Stock, Net",Payments for Common Stock,"Issuance of/Repayments for Debt, Net","Issuance of/Repayments for Short Term Debt, Net","Issuance of/Repayments for Long Term Debt, Net",Proceeds from Issuance of Long Term Debt,Repayments for Long Term Debt,Issuance of/Repayments for Lease Financing,Repayments for Lease Financing,Cash Dividends and Interest Paid,Cash Dividends Paid,Common Stock Dividends Paid,Cash Dividends Paid to Non-Controlling/Minority Interests,Other Financing Cash Flow,"Cash and Cash Equivalents, End of Period",Change in Cash,Effect of Exchange Rate Changes,"Cash and Cash Equivalents, Beginning of Period",Other Changes,Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental"
Cash Flow from Operations,0.6012027410957174,0.35557277562494527,0.35908986098485146,0.059456859911100085,0.0551093500819693,0.05504737807648398,0.055188334172611514,0.036826825462924054,0.034410226765930106,0.11675908426080042,0.06689529324994513,0.017587429995689293,0.05213300491426218,0.011443052424330724,0.050032551455626184,0.12926961756585606,0.0674252653180078,0.06291002737571175,0.03808597478486884,0.007712182303455069,0.09132004120314002,0.2837029194492841,0.028633702852134665,0.010941728361864748,0.061413043299165956,0.11268763978729164,0.11920360564685988,0.06301485414579762,0.05804879629157225,0.04559617476972575,0.003030886359434602,0.04307174283138127,0.16645735046576596,0.04575565352604054,-0.014225388850738784,0.015201485521092082,0.5787267658915677,0.3186975335474901,0.30863295589036815,0.13026008508262385,0.1537895894065567,0.00887980461577784,0.037017789678306996,0.04390857993415377,0.08779600351000892,0.03238063464600166,0.10457869843966257,0.04712739281711146,0.04338447761162336,0.07944589246112682,0.009639351834689664,0.45868063361598943,0.45558381327893,0.022894630544739294,0.03934627387983636,0.025522506172858596,0.008910964538230686,0.14713960593033829,0.057797613160922634,0.1778118066919413,0.015689285996953427,0.024120644935494324,0.22924575902769526,0.2304464045892114,0.005979562242246468,0.015019465806785004,0.11852144476817777,0.21380121980618588,0.06906377655650098,0.03574480394239026,0.15976736310426004,-0.01280596074567106,0.06844167678582753,0.14524120897724793
"Purchase Of Property, Plant, Equipment",0.1158122765689972,0.11287043880944614,0.11723018923034799,0.11515755247863688,0.07667476544317217,0.07312283829785181,0.07199796003666308,0.11147432577760354,0.07552742262383089,0.0861875041185269,0.10761253010977212,0.08387720602647389,0.11335680310120297,0.09141295473592154,0.10071457009016903,0.08244905621504081,0.09736739799623413,0.09273105570524655,0.10486449229251472,0.10432165548571197,0.060585630720802794,0.13826598124378264,0.1130767450805267,0.10849927972716109,0.09514570892581795,0.2858617829249636,0.1158289140424091,0.10483665862045896,0.09471272897361102,0.10255648076306098,0.1235416846239598,0.108385294100533,0.13045462013179876,0.07326004159924825,0.05022322923213784,0.09766213622836693,0.14194967370027625,0.12261118759625099,0.12228326664485245,0.5743253499783257,0.7288329273896318,0.297227806955951,0.1741592845750023,0.17137290611280115,0.17300270439682727,0.1606598301037173,0.19170552571844485,0.19787664433990954,0.16693195242396122,0.06126486674380532,0.17608829129845324,0.12075353505309823,0.12188435114911884,0.13557304468130824,0.11724766136808021,0.10501696720240715,0.11208800977204965,0.14041099373787191,0.1319347878882032,0.25341188074928156,0.10186356417223723,0.08839880983095884,0.1278540080749315,0.09722863105523197,0.0747189040612086,0.09087121495507844,0.0999399946747943,0.27596596072301066,0.08479855463022734,0.09098726890256116,0.2788622516003228,0.05296977841786969,0.11521533376778169,0.12430041433223331
"Sale Of Property, Plant, Equipment",0.04113316280259006,0.041671780275207994,0.041805239347214876,0.0978453361823957,0.05315726172552667,0.042145458086599634,0.046454972365615146,0.04019025329709461,0.04321425669330182,0.08270713191887859,0.10245672132795898,0.00899555095754755,0.036164344800445836,0.017675947487237085,-0.029236287382152438,0.09859664279166652,0.10415780467284383,0.047861507979228446,0.05489011182583716,0.027142440459108342,0.031522539687508074,-0.05073233743881521,-0.06153178198527064,-0.05304276934394557,0.025618614530155435,0.03983835533984895,0.059583120876311055,0.056148107418626594,0.02879256231727581,-0.05567541767912795,0.06289198267580028,-0.016294571527384234,0.020793671159787634,0.031050799002999337,-0.027251796514469233,-0.022048259511778103,0.08054254830913116,-0.06458026491910177,-0.06598463809905934,0.23581266135333334,0.3915821442018784,0.4898947359006923,0.18297260500590085,0.05818701458336537,0.255936765557774,0.22174847369470313,0.22163705151356974,0.12614033473292632,0.21163586795157605,-0.000801350444335166,0.10679584010874311,-0.04283827203379581,-0.042134870141634403,0.1211481571735207,0.1050218802372514,0.10120711604777559,0.09982222079658457,-0.04001654358801013,0.1416588189122978,-0.015300734019700654,0.12422076180853234,0.12298172650998185,-0.05455668540750686,-0.06145604337809488,0.010219579762192482,0.023052990293298103,-0.0385443935254428,-0.0038646668003210535,-0.013716119769386647,0.05812682690521523,-0.004539867305796422,0.00794793680415256,0.045476181287979894,0.12523158421932065
Purchase Of Business,0.04951874681638853,0.02946780999440172,0.06747492000390547,0.0966433364074501,0.10827795741124338,0.06048266308362745,0.06465015130535012,0.057797313514619975,0.0792105941622778,0.03631005856094957,0.01156906792782241,0.0361939238081305,0.022996030881995623,0.026528018953929915,0.1712114094899059,0.07144129220045266,0.04864066695445561,0.010168042545135576,0.0915955258702304,0.06334846532774115,0.0829849670732599,0.05393126221101509,0.14159489571544018,0.05617691917237748,0.029569511323073998,0.04854618962943014,0.06700426214798602,0.05383285471386355,0.04253004203406113,0.1823920302858571,0.08257972057228043,0.19388248994676813,0.0020784643027103988,0.08440445065364072,0.11886610599226412,0.09577276073165326,0.0739161054579456,0.0778430401423874,0.08449561269354157,0.17460811538573293,0.18727847814923762,0.031902836177396685,0.2273930445045701,0.21300620770759088,0.2707697691403831,0.5139005878351586,0.1583007494476298,0.14544698852047597,0.1883378064309265,0.07645047642952121,0.12393154539754599,0.06587805127182225,0.08063968231476443,0.06586195649763182,0.04896589349812468,0.0968997806403769,0.0945217447089538,0.09286331728872425,0.139600788774258,0.1027478237186875,0.12880819735463642,0.12614392447116604,0.0733214153052443,0.07294731878570683,0.05549495896359771,0.004279959545167397,0.11759734280657269,0.11476599599341167,0.09046201952444863,0.10765129174901496,0.11152922165102308,0.056990458217012784,0.05873684789467899,0.09315448720196054
Sale Of Business,0.0593777063208011,0.03713275541257212,0.07660096884639478,0.13758092765525265,0.09912659691725599,0.01936879485722582,0.023585442926667283,0.06945702244384674,0.06921729774861114,0.06362729664194,0.03722249115602447,0.027068676695051648,0.013810279947061865,0.026625885923211426,0.046749702270364374,0.08440375563856167,0.06915581225275627,0.048135306735937904,0.02276931045174006,0.03703384334887349,0.11015504711782545,0.07886223092667956,0.05386363106623776,0.09894120673874021,0.05815254132307382,0.09078724599164556,0.11026992414085267,0.09029294089537533,0.057833442681239786,0.09813137817741446,0.07766599904189647,0.05271046771806656,0.059986962822267585,0.1182530099163649,0.1745302873516872,0.10761710549652619,0.05909909139436094,0.07609436778946863,0.0909330095525146,0.11737489238720439,0.15489027991030138,0.2580631619799326,0.18871309178655207,0.14245980518532048,0.5603613461288788,0.1532606201996655,0.1580187211157015,0.24410011925332575,0.23727865723380442,0.1541093354442319,0.11822316456314391,0.09079704842135712,0.10739132815389026,0.11019305593626949,0.09081229906437707,0.10149225065733496,0.09364889716259218,0.10637287781391698,0.12287405248551143,0.11584355060841478,0.1385292886938511,0.13230253667431033,0.11267979895726704,0.10272691256377037,0.05256568692962641,-0.015810592796990056,0.11446225534719286,0.1083332496375641,0.10887649043563345,0.09278749442828653,0.07860087658562753,0.06382249047784473,0.060706263262350714,0.10576088121861403
Purchase Of Investment,0.07712657538562005,0.09438730200033585,0.0794436876404198,0.13099723637964727,0.0900078557179861,0.07533724910930174,0.09379490597836505,0.07098872686851969,0.08953541338648677,0.1744525099644523,0.13244423870433242,0.07658371482977522,0.11769306506293874,0.08510983024036786,0.24211009911847464,0.18267065281338193,0.24753695616127439,0.11716371690395554,0.219891823137973,0.07750336354540664,0.09938672825606935,0.19694022471842018,0.16313407302980582,0.10504275650490759,0.055086237915686335,0.12054107108964363,0.09965941220056236,0.09752003213181264,0.05164418329299122,0.2031241136818944,0.07675122996946403,0.24899148284014425,0.13364967445363468,0.09569901954274232,0.21929541494877663,0.14309664795564286,0.0826749994582888,0.23123052593161392,0.1955079215902935,0.1635468094101501,0.2029299784947426,0.05904428208845336,0.19501106827785628,0.17558847849495635,0.2888789551334138,0.3947782569118906,0.3074510787515572,0.8798768394474465,0.29602409821414843,0.1638110343191347,0.12050550877907584,0.13128423955008275,0.09954160022576085,0.186439578098356,0.18880034953466446,0.10052782026282268,0.08450152522820645,0.1339868817567685,0.2030237189319167,0.09103627008325832,0.08276042023017,0.09658641955704117,0.12462355405520648,0.11248890763192762,0.04833369602204705,0.04040503576277079,0.1307459916251368,0.098656269815657,0.11575655641586448,0.18755494859772429,0.1019676622744724,0.054561970442093315,0.06799728476977232,0.12396159835626691
Sale Of Investment,0.017173705803113844,0.02170693508400517,0.014363867786525857,0.04838218378858538,0.09432535163653069,0.08240014431756683,0.11101349405353718,0.009560959730077789,0.09326238181888347,0.1954708409225041,0.18977243058242046,0.021905120530796903,0.06468189927686356,0.014250017205403306,0.08442433500090253,0.09722189877404341,0.15971236753864004,0.06480023361362096,0.15391093952674878,0.02623649518237858,0.1268956976996153,-0.001480916646224015,0.061168196020032324,-0.008117205212591669,-0.00930940438720657,0.003516484302788451,0.014516956036926808,-0.005530991491934419,-0.009583208592848468,-0.0015107979403737996,-0.028979560643802603,0.09922545315906389,0.013605125891474043,0.13888259160680932,-0.042170637527683366,0.007989401315968966,0.03962387294628417,0.08393582043316078,0.04402761460227008,0.07743360559570524,0.07313964683707898,0.0485372085177333,0.20869481806811765,0.18358615959145966,0.22416841359907896,0.17370741011406238,0.6520955212396519,0.24933824998554335,0.8857946810575714,0.05557602573719063,0.038363242033740017,0.004482632931527941,0.0024524621909074217,0.18528598985702865,0.18854806587475487,-0.004704598367170112,0.056525060715763825,0.018687540440772442,0.12868199080510964,0.029135821195071295,0.052881317160270655,0.06879722271958921,-0.00249069107343251,-0.006550352035108223,0.0005392215770962948,-0.03934261885351786,0.004241684769459643,0.021236448142213933,0.05436055207403429,0.0713787678944301,0.0222682585016722,0.0014670139665643313,0.017510231334997878,0.04320925461138764
Net Intangibles Purchase And Sale,-0.038685723400129504,-0.006633240646467586,-0.020559158479841626,-0.01659037571422596,0.01952720892358972,0.0074566853784676385,0.025312289811927773,0.01549892944724809,0.03272106462535631,0.0864295126829936,0.02706943026135509,0.04229055536967651,0.061271931553612706,0.027118749660364004,-0.013486809346883653,0.05353236677330094,0.07012054100599441,0.06249754432686204,0.01347159425248099,0.02132988009005915,0.0744742475605875,0.024155793621992275,0.06208827533300409,0.11896178254910486,0.07933179296493799,0.1036613731213588,0.074305668869439,0.12754113395909056,0.0808009388361252,-0.002710184226177544,0.042170548916032204,-0.003625545505786894,0.13815983640196916,0.03272003253909902,0.09481989257087525,0.0007560823793299615,-0.061535092549467915,-0.011607068341415401,-0.02170243698520301,0.1362388755532143,0.14194264624469055,0.1845832723689584,0.48565752483411284,0.2760376640746878,0.22200132104564735,0.09830016079527394,0.2447472658063623,0.09111940341984387,0.09693657576479521,0.1027026773210855,0.1205013901450303,-0.008629059590766458,0.009414632629641366,0.01584315379712033,-0.05268273237180112,0.0265452463152037,-0.006073485302080383,-0.01911538762102617,-0.014846734341331425,0.0941861433274261,0.028219006202450526,0.045239446197325256,0.053919484697262904,-0.0016876470494615855,0.023167243152690732,0.001364686975424644,0.11707701890212732,0.06374095047194675,-0.03312299366987036,0.06208287758795826,0.062463971472453785,0.03197852965942844,0.016704290351101086,0.018607380588622602
Cash From Discontinued Investing Activities,0.10063375731779867,0.10815737247433037,0.10615623345469376,0.07887780366865733,0.02301211220130566,0.08481402014977636,0.09155370847398671,0.07830126204603588,0.08918603504548084,0.12042798790879256,0.10748985726557383,0.0942137239398997,0.06870991341906478,0.07832632663129352,0.08526716842955234,0.099185698235343,0.08397285450003023,0.06471233695220754,0.06740945706435375,0.07737661211817395,0.031940778175618856,0.08047094674659633,0.009196809935126497,-0.025519142184398082,0.060570166483445265,0.07745937919444867,0.07843450998153915,-0.00895560401566327,0.05756629408530996,-0.03169743146646509,0.016612412899888265,0.07453786164671634,0.19147697038551925,0.04202620486193426,0.16316617193014615,-0.027081679431181976,0.04173752080443775,0.22088965240149966,0.08145190111299767,0.047685763884379374,0.03970980930478065,0.09469824030238784,-0.002090083747918468,0.001616698321589274,-0.01105604503057713,-0.012258761297044752,0.1089902493392262,0.07274415838450031,0.09919691258133075,0.2794495571357851,0.06496021575718873,0.12743547846931932,0.11661989721978898,0.01813065738450286,0.014538735064412696,-0.012852952406560337,0.0036121734285255672,0.016312143580255983,0.08120501919436533,0.0861784921459772,0.012282909886125152,0.01350810280571346,0.11694410248549737,0.05514686776727692,0.001469117011619551,0.07492014382606281,0.21918580787285616,0.12046070763350913,0.03478480527601873,0.012278879210120375,0.07782947424503732,-0.0037282891579601416,0.07453479160711046,0.07402833782269581
Cash From Other Investing Activities,0.23304433354385878,0.2548270724635083,0.2174173278673303,0.15440808125041502,0.09782294290751282,0.04823512286628098,0.058057463784111404,0.015593540831984052,0.14939368884849674,0.11628186891941401,0.12134739103545934,0.08663390892574088,0.06339408274120648,0.0802521549857124,0.03323102270771247,0.06626477958893241,0.059945888390062464,0.08321862980171009,0.062263813727942485,0.10224066492760281,0.12411010331064115,0.248073536665473,0.1302304559824977,0.18123297285285953,0.061178888065400665,0.1861356421432683,0.19946455766879143,0.23598753725865956,0.0589538510380837,0.0027451965645917988,0.1997093729176228,0.030777577386507517,0.128283506240244,0.09253484933464237,0.05945731850950623,0.09771551921603192,0.2741454435031937,0.5699995175642785,0.36607098902759355,0.08519098148873162,0.08427709640162792,0.017077819429940428,0.0497894172819825,0.036544124413295194,-0.01050001611376704,0.0007844271815774803,0.10939185478305194,0.2012495473555768,0.09233605669575604,0.517670015072536,0.08595550338714565,0.2240850906958698,0.2604892868826924,0.18707460910344745,0.24081932138039075,0.09320263186922692,-0.007202667520901637,0.1181158294837878,0.028546076448930115,0.09184276699633619,0.0657839190188308,0.0684468857310608,0.20753467049928948,0.18426499653970904,0.0037097393331127905,0.0935877302276134,0.08204563417763867,0.1715906181004623,0.18223504696829157,-0.017018990347820884,0.09804596081703967,0.01572163112511728,0.08417231105519714,0.20438779995335796
Cash Flow from Investing,0.2983626115225804,0.13104051116108154,0.12688249433161564,0.1523310226035372,0.04258936973907952,0.0219232722254047,0.023425614956719198,0.05845277385776731,0.11032868949970641,0.11957615254030306,0.13358549386192245,0.12604439061762157,0.09437755201339426,0.09522650771362803,0.13921928795298513,0.13785387886304712,0.11857618200499702,0.09357312000543444,0.10211859333761687,0.12777413969000997,0.07825696702038713,0.16815714591065714,0.10881471058229962,0.07563058109838645,0.09652400687424387,0.2548942949609076,0.07375210960837628,0.12144779213069783,0.10019441140438508,0.03055161934320435,0.03981218090716093,0.071134391644484,0.14350254531991097,0.11511363328778652,0.08146194357308718,0.06977679895500058,0.288534749043215,1.0120763011169087,0.6226228007837965,0.1566729302362783,0.1710697401915228,0.015137460817646326,0.027024471041643402,0.03706038765020429,0.044370676130431864,0.043735480157670016,0.14258517823799813,0.15802728969340743,0.1470872845115647,0.5558307299330456,0.03543987972750627,0.36069346089793464,0.17667003345375384,0.08221191254337479,0.0844476371473125,0.029546425461086403,0.01759628257438944,0.06217859715782562,0.07007517002022425,0.17541917716283675,0.02746407041206545,0.03584827235401694,0.18597341126682074,0.1912044190021382,0.04060463755786108,0.13813870127894337,0.21886590118132157,0.18928129243249806,0.14617481683776196,0.03784456026519333,0.20014065678151133,0.021741757594343644,0.13386423983213427,0.14576840932218416
Issuance of Stock,-0.08801724394806706,-0.06838706084766803,-0.04779193723578885,0.0013496634411277152,-0.004857511397021475,-0.06346766061132436,-0.059783193680083696,0.025610872558542577,-0.005544227810489353,0.021234815748101925,0.02376923827505641,0.023078055359411924,0.03621165740425006,-0.018311842404641274,0.0020787504136972456,-0.01081383260950601,0.07558940896972992,0.06443288563158006,-0.019807486162717207,0.032660979873543015,0.036402375884129465,-0.00935561100966058,-0.02786398841217823,-0.024299054877454214,0.008280239503843115,0.016017400290903174,-0.014393421590406467,-0.016678532629942778,0.014239502806086468,-0.01682447007091388,-0.04269286195643917,-0.01708306822108861,0.12430534731972219,0.015099124304264747,0.07355457797082632,-0.006824206111222783,-0.04861234348030093,-0.024746033654733417,-0.06956062640624916,-0.022683963924430794,0.03155751187961111,0.06475402460095427,0.03602089914800169,0.051026021960779766,0.012977278116125413,0.03257081769308553,0.10691203904492498,0.09081498298753667,0.15300205756146598,0.09185879482180269,0.0705356097355623,-0.04616901951549051,-0.04196521630359103,0.19550992052675,0.1216937110765885,0.033981555421537614,0.06034549469652502,0.05082781769658607,0.032506275758008275,0.08460362894869292,0.045764124814408606,0.016134880039233114,0.035270641691090426,-0.08811756037638477,0.08686944577198015,-0.04599672627915133,0.11415790208792509,0.040548134231527436,-0.009166427653287002,0.04399862138190181,0.03209951004049298,0.03328305311528271,0.01831280788030709,-0.027719111562686256
