,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",General and Administrative Expenses,Selling and Marketing Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Net Investment Income,Gain/Loss on Investments and Other Financial Instruments,Irregular Income/Expense,Restructuring and Reorganization Income/Expense,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Reported Effective Tax Rate,Reported Normalized Income,Reported Normalized Operating Profit,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Diluted EPS,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Highest Stock Price,0.07553841048785129,0.05331283426234767,0.056287731147941514,-0.06322913283020216,-0.05274446140436311,0.06501118380929587,0.0625658618144809,0.061159987802489095,0.06192803841193153,0.0799293234152142,-0.01056287557357902,0.001680691334845124,-0.02909578560258809,-0.04071235177279829,0.01542421091289969,0.03412739010064853,-0.0190949261878194,0.07426734259385061,0.0007141833213507405,-0.009618435345922232,-0.005024182845856393,0.011660339632922586,0.014189392836175582,-0.0286290151285167,-0.0280327166234992,-0.03514659935345973,-0.033547634863914266,-0.02480305172915083,0.03389306946640488,-0.02800776958170622,0.020874370904359178,-0.0006322014619104028,0.057418015586678216,-0.07097672728611033,-0.01970399498438061,-0.03117765595591159,-0.003545004964176233,0.01860661962869159,-0.008664673086028708,-0.016862585004091185,-0.03568030240691225,-0.03733595417377804,0.1363679959891485,0.05977897352993796,0.02449010573012479,-0.02240249461769321,-0.04841774914103239,-0.04809756078762377,-0.06030260466570361
Lowest Stock Price,0.06222888454658001,0.022241869927535674,0.02425061895666857,-0.03470680288702584,-0.053582392387244396,0.025299006797429233,0.019557785683550214,0.018265099532189768,0.022174964061623413,0.06527954542654692,-0.010388221460650526,0.0014160122562767814,-0.006048457352064331,-0.04606553824612137,0.01118331494797609,0.0319125556876585,-0.019633707243943872,0.07312511863677532,0.0030966266247655127,-0.005828735050228703,-0.01877654392066193,-0.006449663531888338,0.0005372756770567694,-0.019449066541350913,-0.038649742797441364,-0.025382703810322555,-0.024126758752731497,-0.018415326320203415,0.004855397863398535,-0.012927306550431302,0.018571548430918836,-0.00155373042615486,0.027809940623963785,-0.06075548447739297,-0.017240269670244956,-0.030668451321015103,-0.010369968922275836,0.01135087005677891,0.012418921676258453,-0.010347422774875853,-0.00737753836949058,-0.011536753056690968,0.01666285835847118,0.036171733825795305,0.0333570489559673,0.010527528838702319,-0.016204710406359058,-0.031396024344366544,-0.026309276384502225
Shares Buyback Ratio %,0.1383058612368315,0.021730963299048833,0.03664183653146783,0.0003085737158803519,0.01004319162503978,0.0642376270997724,0.03961162862192723,0.032332010641564525,0.03328206210243962,0.011494043828169168,0.050698790511857404,0.052281312399768354,0.024822337900106812,0.094271455828096,0.05325674174266965,0.05730017894185066,-0.001268138553656899,0.034346751679196603,0.008445306206679862,0.001384676821368753,-0.00485563502362281,0.029719928829297113,0.009634457493420769,0.0080737967877336,-0.02364691545919876,0.011057480209108529,0.02459840406959265,0.007934681916915272,-0.001374444212044003,-0.0068339223239394665,0.024223684827569335,0.020492711881180917,0.032489364324702924,0.049316083838735876,0.01074199458577776,0.017473389898504103,0.01370297272485142,0.03176310823436695,0.009867564348022138,0.015034810708924366,-0.007366374255528141,0.020713992399467397,0.24029936573052307,0.24067132446508566,0.00519918094302218,0.00633107772445952,0.01855210411701857,-0.023805008442925338,-0.02626029209268659
Buyback Yield %,-0.06350081542496733,-0.030931911425591846,0.008118785648379367,-0.026443930041663795,-0.04872919051955229,-0.03617716429489049,-0.03605770965801728,-0.031363596637823225,-0.029873108512580338,0.007368515056678397,0.055241943737561416,0.051029814982995664,0.01921165747189282,-0.03745089175875453,0.06259262019607738,0.05034921381349293,0.04824861964235291,0.0151404194377793,0.05301991376585508,0.08623951945895875,0.0795741557097358,0.03321372627140545,-0.030502066634781458,0.08059356168405737,-0.016795362103749698,0.028968209796005492,0.03043894304195943,0.028835448058601394,0.02427503074381457,0.024689778526237882,-0.006675245590830499,-0.007254394647401955,-0.041611355120125516,-0.005078248927258757,0.03443834992954349,-0.03225460753397316,0.03572092296247398,-0.007297535164579785,-0.008077411504939336,-0.02153907080398328,-0.014411527409255886,-0.026406615063150975,-0.036409838518248534,-0.08019316754029014,-0.03092370614940762,0.035399204500602244,0.03322967719599567,0.05653842035664059,0.057815287742590385
YoY Rev. per Sh. Growth,0.02041394168381934,0.08795580773362222,0.09302914012233787,0.09640602125682175,0.0691835366595915,0.07352173380138757,0.0665783837761334,0.06369795818560514,0.04936385049300055,0.09173585586145913,0.0008993070384053815,0.014883226924522116,0.0032760480925205938,-0.008649787850588078,0.0037899179141711414,0.002380014233353783,0.009716637461024757,0.049648991533066573,0.0017536004936752657,0.01002136493248541,0.014360316569582752,0.009000612973809267,0.018123970097973695,-0.029593738838246356,-0.01710620614208702,-0.007777553883521004,-0.00669704671212553,-0.017300467585102987,-0.02639912083699987,-0.024679406003605645,-0.010951990034336596,0.026041645526951034,0.08198267236756032,-0.029884848603471976,-0.00754263466936294,0.008572317575227594,0.014240145162224195,0.011656030130111468,0.02522585766574088,0.04019224989325467,0.014962637561933861,0.031227945950591765,0.019927157874986806,0.025159619964376382,0.0377948565101434,0.016853563264761128,0.014253204662984612,-0.0322066921764576,-0.018026195669727928
YoY EPS Growth,0.031049268330489148,0.07054771559708077,0.0829104151339679,0.07634852802744108,0.07264094295414511,0.06172273863143909,0.041082804927708015,0.044175068873199705,0.047007822514461166,0.07254598919853256,-0.0031345320927022944,0.007021808132416521,-0.03175032304558801,-0.021346811412695225,-0.04064567554106739,-0.03785064640019243,-0.03157537973596852,0.01484362408328105,-0.011324421972307281,-0.014227210159911545,-0.028364016875506493,-0.034807444418583,-0.014548141707366801,-0.03381320098925689,-0.037364415724212834,-0.04562616509291423,-0.046572577254878476,-0.04582132977110298,-0.04330635715337681,-0.0481029769747524,-0.023236119903409284,-0.013384505691478348,0.07311388904472217,0.062191561587511046,-0.033363110492054614,0.0076604763137941845,-0.0009433472533712699,-0.006980766119094568,0.11777286443780499,0.03188407293174719,0.050185054081889814,0.03929212778644959,-0.009251424763463214,-0.01384610703866061,0.07699946852017951,0.09034251145945445,0.08341515395980717,-0.038245314894691254,-0.03491985952134171
YoY EBITDA Growth,0.018132697111565014,0.062369404416512994,0.07563779899260818,0.07015577492891284,0.07204205248776108,0.05659875031696048,0.03867699353268062,0.03867699353268062,0.06529739380549203,0.07373374063440602,-0.0038745827142563976,0.0020603846768575424,-0.029571784233488572,-0.02344739300284823,-0.02992525733826227,-0.029500447082675796,-0.017815885103023014,-0.013457621703628176,0.0073529507547463215,-0.01387949458823668,-0.024148270357611253,-0.030179834560417958,-0.015095856712721824,-0.040109679960331115,-0.0322752331126793,-0.02786470257297189,-0.02760925198784775,-0.03889936112485128,-0.04231355083425993,-0.04564942897663776,-0.02356773020544522,-0.0231791851477096,0.06181308131058797,0.009087865526457328,-0.02968098223539827,0.0041275338188532015,-0.01782632885478873,-0.009467241979805398,0.013730390192837533,0.017307771924277245,0.007746612979753287,0.004593714174360123,-0.00357841807431587,-0.013058222309448942,0.04545048737625562,0.049632867281283695,0.048050924993303816,-0.014517762819984683,-0.024422743985728215
5-Year EBITDA Growth Rate,0.09381608553344573,0.04295413002500569,0.037358146353395495,-0.023050641687807114,-0.029153281879700704,0.04557986972113717,0.04926738066728439,0.042134441850286426,0.03117866939779625,0.07216785980463568,0.016305558546969398,0.021938440416295352,-0.024645371153280006,-0.03181379265518918,-0.003040045327628087,0.005511772625429738,0.0007342314624583686,0.03619589644508107,0.008096694110804409,0.013509329212092625,-0.00261196396170709,-0.0032838782071355037,0.006621707066115423,-0.042669734119380034,-0.031068887075547932,-0.028535838638486796,-0.025073453118797762,-0.028900001490378618,-0.03762177991771663,-0.03905582188388993,-0.0006016720469539654,-0.006190844068107542,0.04641699677633229,-0.05069776469336173,-0.03602467580726312,0.035994184344439885,-0.0014254108626070702,0.004702564073902898,-0.001736566738215558,0.007752501723518115,-0.008070587191148181,0.002489049417585063,0.08461122387878979,0.08274389731366756,0.024723236394677876,-0.002328137804121963,0.026158770764149058,-0.045514823987862905,-0.05456388444007319
Shares Outstanding (Basic Average),0.03610975011719676,0.02668956033987536,0.040475592221647275,0.03961463212824655,0.060621894278433786,0.0624225162463424,0.054895538801314085,0.06047792726103327,0.06800763856820571,0.03224842753808243,0.016101740338173635,0.02005298011602853,0.013502480823520494,0.04400136589850006,0.0007538300234422625,0.0015344554629986634,0.0046577752077382045,0.003315477678929049,0.04053654686133249,0.04304573701839092,0.011548641222893636,0.030568619613113288,0.03014579534962172,-0.016147084893508447,-0.00939442932588928,-0.005887332550369746,-0.011468358242053176,-0.002182812141207349,0.06023566919233976,0.06884051530618794,-0.0031675103789572737,0.002077153621628091,0.04048760911019034,0.02908714028932821,0.013793180062477107,0.03185854564048085,0.010361687382612464,0.026244545447425285,0.013346811654890461,0.05619495180923938,-0.009189500103797037,0.03079301069160257,0.5627986844627951,0.30027020226754,0.03988736062892164,0.03872000738848121,0.002702790038333788,0.003915219308009431,-0.004329980479406675
Shares Outstanding (EOP),0.021732650622404513,-0.00903130329910879,-0.003307490881179846,0.11756754082773638,0.1348505625090753,0.0224476268135866,-0.00229638874871141,-0.003150270151137741,0.021519055572419753,0.02319876613565734,0.02785042440759381,0.02399415420413458,0.06511562823792874,0.027825110217271794,0.038032700846157216,0.051305131565102864,0.018746193900286923,0.03142526809702968,0.02128437904110586,0.01678129336313359,0.04214376175233069,0.05478689308118813,0.016507007138760778,0.04469560085631176,0.026499078837381118,0.039966612587452384,0.04032488360797218,0.040856062481468794,0.09821559054041434,0.04102255577694631,0.04344424045430925,0.03957418217116914,-0.009555645223333312,0.21238642625964696,0.05818683030238997,0.03195067099254828,0.036813913799858974,0.05738257648436293,0.0065237896779860045,0.03285570539167583,0.0054188075805979615,0.024825129177491405,0.13360978869731244,0.1370332454489235,0.03582647885197138,0.003610682119072941,0.02277291232111752,0.02788011586048044,0.042193595525573564
Beta,0.046983317245124,-0.07871919008027363,-0.11069190486973449,-0.1133234321927347,-0.11312702508900661,-0.110459959058601,-0.10878332386376136,-0.1104080951502199,-0.11037333762357933,-0.10301774741113517,-0.03373633102866109,-0.03528659528028947,-0.03536854305775015,0.027062126348126783,-0.04106655027756697,-0.04214051656223023,-0.031140689295080667,0.0029485502744223914,-0.07564188459389644,-0.07411884806799628,-0.056618145552832566,-0.053723469003144446,-0.019897825376450923,-0.00710562169602207,0.009137046717604822,-0.03907186794929686,-0.03862803336535127,-0.03675066106265357,-0.03862057560649724,-0.03862644260148017,0.02103551927556607,0.007177311866422665,-0.09536973610022241,-0.05226626929756986,-0.03833190823824038,-0.06473004537209376,-0.06538504236053576,-0.06717059667823533,0.027841924104364577,0.01445325635103842,0.01901146058339172,0.007826315812918871,0.045740022164881516,0.04456776545876319,-0.0027002746275789436,-0.004309322581337526,-0.0040081222212606325,-0.008099694430243571,-0.0031048822209159554
Filing Date,-0.03160134323047398,-0.046156940776459675,-0.05180599281314498,0.02203990962752065,0.018546919931061626,0.027144979789720036,0.009807126060763206,0.022803080832850504,0.006254060481009426,0.03221229862914719,0.022441710077638857,0.028566880377909373,-0.053256186468392336,0.010406416600828795,-0.026812915254346394,-0.02811705380598152,0.030007883154813165,-0.04526045547928875,0.003544751776704204,0.0046579853960072755,0.03942907838182037,0.021888301196452634,-0.023657398509408744,-0.04318651116263925,0.0004791866727787168,-0.058460881311355545,-0.07045373354397935,-0.07367188401724445,-0.07315563082519598,-0.07295388845801495,-0.022291512654266155,-0.02650317643148189,-0.04576070995482363,0.06977710533544743,-0.0751228623837459,-0.014574363755771707,-0.018671852017278164,-0.02782331026652164,-0.0579393707022329,-0.060588859490067676,-0.07981846141437249,-0.08262382460324841,-0.029849648893041564,-0.023139989807390734,0.016573624762214644,-0.045588470724519804,-0.07852858486218149,-0.04710231182018841,-0.05476404637812359
Restated Filing Date,-0.03526612538743483,-0.03741011444906921,-0.042727593645213675,0.0047849628592928194,-0.002917925679241229,0.004038728958212057,0.009423872719829883,0.019806293190586476,-0.0028827946802715606,0.01835926587326872,0.026487507860555436,0.03218273070066767,-0.047311076762813556,0.025085013054786706,-0.031047288825553944,-0.030616891281492815,0.04265204124843551,-0.04016832839663855,0.0012550496063628842,0.005190472470662448,0.051388567423128056,0.04814391552684729,-0.027067988404629414,-0.030787582756971164,0.0076180735551152155,-0.044874340558929963,-0.049321262407132395,-0.059862189213970074,-0.05944521999289544,-0.06590463886995765,-0.02890500887915905,-0.0247937574421806,-0.039685889606860834,0.09887677146788641,-0.05078431591280392,-0.0029500190343473395,-0.0023486737381892115,-0.0015301995313796476,-0.07535168756352156,-0.0536679429073311,-0.06915733697300651,-0.06559176599533546,-0.033733656806103164,-0.033733656806103164,0.014357065270945817,-0.06345980274475296,-0.06680470155450824,-0.04025673431949173,-0.05087602072882579
Earnings Release Date,0.04492472535233207,0.04172261964365551,0.06412713437099783,0.09150660188670474,0.09315887387944742,0.04759401804251946,0.04059337037176467,0.045747029059608445,0.04805048159774358,0.06527996834147404,0.0753406510061355,0.07335447369806382,0.03562379818237701,0.019307798267684383,0.0595453611889128,0.06197331630528407,0.05007781947760306,0.16257601741060942,0.06670817936038868,0.06367335356867061,0.05173717157336863,0.05337970584104859,0.15627002401312842,0.03504189416952702,0.036613813958540756,0.013172146122663871,0.040184603225716,0.03820279343805673,0.03471204218965979,0.033566767344348436,0.0786492826869301,0.08690493198786632,0.05715344603620077,0.08856429554780534,0.03556375737132855,0.054066075553520256,0.07450772926959595,0.06893079864123931,0.14699822189253234,0.1559057525865914,0.13219926533996795,0.1458193150073348,0.05674303483087109,0.051615679392559864,0.03407577998933494,0.09102329321283506,0.09063994408425957,-0.005383789196160118,-0.00014129402125685636
Number of Shareholders,-0.011997257146493114,0.01954607849101903,0.0013964852073832116,0.03870587425561162,0.02089831297841861,-0.004009198720587734,-0.005428476199648079,0.021610822816916803,0.014543081270366364,0.031140968347281802,0.11430167801636393,0.11691610774935124,0.09762205539733007,0.025986775625130073,0.12090843598414085,0.12668211312404595,0.12576885862979093,0.02470394306957769,0.07327679786247894,0.05972963469558972,0.08283433757973353,0.05668412040168319,3.4195677063848014e-05,0.06666167105373794,0.03758214753073488,0.07908073340115823,0.0829426228925439,0.08499142492010041,0.17814364293421853,0.177783783380787,0.01936051136660471,-0.004331428338488862,0.01930302145289143,0.04258226177060066,0.06562885462368852,-0.02535523444785698,0.0438436554063684,0.061689915375475864,-0.027340437428396647,-0.0234515738363119,-0.01901366932904004,-0.030694214687439998,0.0685196956496825,0.09080242388248437,-0.008211776302172392,-0.004942678619677166,0.021148881671497456,0.05727089951365279,0.0834750375499825
Number of Employees,0.03599969664337934,0.014367663416851252,0.018386924675411604,0.1516159063612677,0.14983865356986076,0.006507504078705628,0.019052276847429262,0.01765999291973416,0.020915171298559358,0.026127134629704174,0.01484792254839673,0.015202378837032862,0.025070373131199468,0.010257411311683853,0.026342904796011875,0.040822585385325454,0.021597752382007156,0.03076514978206479,0.019586884483476442,0.022693495832925174,0.03771094802704626,0.0362204649770895,0.01806396757876314,0.012789925870747572,0.005723775372547566,0.019089719714955405,0.0265759774662491,0.025746041299663437,0.01540141258501475,0.014617988225648136,0.0365463983711091,0.01983202613657178,0.014522101995123932,0.14208094167804886,0.020676413235266585,0.03566158478908741,0.026459608456802307,0.04525400672738144,-0.006486795425882649,0.023320656766897943,-0.014323640248913506,-0.00676419993184489,0.03843046925141805,0.03853401659256647,0.007750473340263171,0.013619796537700015,-0.01768078248550067,-0.009573727026278097,-0.008213686751798501
